,id,Title,Rotten_Tomatoes_Rating,IMDB_Rating,Genre,Gross Income,Production Budget
521,521,Be Kind Rewind,65.0,6.6,Comedy,11175164.0,20000000.0
522,522,Rounders,64.0,7.3,Drama,22921898.0,12000000.0
523,523,Ronin,68.0,7.2,Action,41610884.0,55000000.0
524,524,Requiem for a Dream,78.0,8.5,Drama,3635482.0,4500000.0
525,525,Rat Race,43.0,6.4,Comedy,56607223.0,48000000.0
526,526,Remember the Titans,72.0,7.5,Drama,115654751.0,30000000.0
527,527,Road Trip,59.0,6.4,Comedy,68525609.0,16000000.0
528,528,Rush Hour 2,51.0,6.4,Action,226164286.0,90000000.0
529,529,Rush Hour,60.0,6.8,Action,141186864.0,35000000.0
531,531,Hotel Rwanda,90.0,8.3,Drama,23519128.0,17500000.0
537,537,Scary Movie 2,14.0,4.7,Comedy,71277420.0,45000000.0
538,538,Scary Movie 3,37.0,5.4,Comedy,110000082.0,45000000.0
539,539,About Schmidt,85.0,7.3,Drama,65005217.0,30000000.0
543,543,Stardust,76.0,7.9,Adventure,38634938.0,70000000.0
544,544,Sex and the City,49.0,5.4,Comedy,152647258.0,57500000.0
545,545,Swordfish,25.0,6.3,Action,69772969.0,80000000.0
546,546,Scary Movie,53.0,6.0,Comedy,157019771.0,19000000.0
547,547,Shaun of the Dead,91.0,8.0,Comedy,13542874.0,5000000.0
551,551,Sherlock Holmes,69.0,7.5,Adventure,209028679.0,80000000.0
552,552,Shrek,89.0,8.0,Adventure,267655011.0,50000000.0
553,553,Shrek 2,89.0,7.5,Adventure,441226247.0,70000000.0
554,554,Shrek the Third,41.0,6.1,Adventure,322719944.0,160000000.0
555,555,Shark Tale,35.0,5.9,Adventure,160861908.0,75000000.0
558,558,The Simpsons Movie,89.0,7.6,Comedy,183135014.0,72500000.0
559,559,Sin City,77.0,8.3,Action,74103820.0,40000000.0
564,564,Slumdog Millionaire,94.0,8.3,Drama,141319928.0,14000000.0
565,565,Smokin' Aces,28.0,6.6,Comedy,35662731.0,17000000.0
568,568,Lemony Snicket's A Series of Unfortunate Events,71.0,6.9,Comedy,118627117.0,100000000.0
571,571,Superbad,87.0,7.8,Comedy,121463226.0,17500000.0
572,572,Spider-Man 2,93.0,7.7,Adventure,373524485.0,200000000.0
573,573,Spider-Man 3,63.0,6.4,Adventure,336530303.0,258000000.0
574,574,Spider-Man,89.0,7.4,Adventure,403706375.0,139000000.0
575,575,Superman Returns,76.0,6.6,Adventure,200120000.0,232000000.0
576,576,Spy Game,65.0,6.9,Action,62362560.0,90000000.0
577,577,Starship Troopers,60.0,7.1,Action,54768952.0,100000000.0
578,578,Stranger Than Fiction,72.0,7.8,Comedy,40435190.0,30000000.0
580,580,The Perfect Storm,47.0,6.2,Drama,182618434.0,120000000.0
582,582,Saving Private Ryan,91.0,8.5,Drama,216335085.0,65000000.0
583,583,S.W.A.T.,48.0,5.9,Action,116877597.0,70000000.0
584,584,Sideways,97.0,7.8,Drama,71502303.0,17000000.0
